Year,Region,Area,Lattitude,Longitude,Humidity,Min Temperature,Max Temperature,Min Ph,Max Ph,Crop,Month,Sowing,Others,Investment,Yield,MarketPrice,TotalValue,Profit,Seeds
2012,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,June,9309,3561,12870,14.5,6090,88305,75435,80-100 Kilograms
2012,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,June,9204,3628,12832,14.6,6115,89279,76447,80-100 Kilograms
2012,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,June,9750,3684,13434,14.7,5425,79747.5,66313.5,80-100 Kilograms
2012,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,June,10493,3705,14198,13.7,6048,82857.6,68659.6,80-100 Kilograms
2012,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,July,9139,3593,12732,13.5,6026,81351,68619,80-100 Kilograms
2012,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,July,9168,3693,12861,14.4,5299,76305.6,63444.6,80-100 Kilograms
2012,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,July,9404,3732,13136,14.1,5861,82640.1,69504.1,80-100 Kilograms
2012,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,July,9875,3637,13512,13.6,5819,79138.4,65626.4,80-100 Kilograms
2012,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,August,9806,3676,13482,14.3,6015,86014.5,72532.5,80-100 Kilograms
2012,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,August,9162,3684,12846,13.2,6094,80440.8,67594.8,80-100 Kilograms
2012,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,August,10031,3614,13645,13.2,5835,77022,63377,80-100 Kilograms
2012,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,August,9691,3646,13337,13.4,6071,81351.4,68014.4,80-100 Kilograms
2012,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,September,9634,3755,13389,13.7,6083,83337.1,69948.1,80-100 Kilograms
2012,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,September,9314,3682,12996,14.8,5842,86461.6,73465.6,80-100 Kilograms
2012,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,September,10500,3457,13957,13.4,5392,72252.8,58295.8,80-100 Kilograms
2012,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,September,10229,3684,13913,14.5,5681,82374.5,68461.5,80-100 Kilograms
2012,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,October,9700,3551,13251,13.2,5543,73167.6,59916.6,80-100 Kilograms
2012,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,October,9647,3590,13237,14.3,5294,75704.2,62467.2,80-100 Kilograms
2012,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,October,9725,3474,13199,14.7,5938,87288.6,74089.6,80-100 Kilograms
2012,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,October,9475,3766,13241,14.7,5522,81173.4,67932.4,80-100 Kilograms
2013,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,June,9625,3662,13287,14.2,5499,78085.8,64798.8,80-100 Kilograms
2013,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,June,10484,3683,14167,13.4,5418,72601.2,58434.2,80-100 Kilograms
2013,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,June,10112,3524,13636,14.5,5628,81606,67970,80-100 Kilograms
2013,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,June,10018,3676,13694,13.7,6070,83159,69465,80-100 Kilograms
2013,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,July,9691,3794,13485,13.7,5512,75514.4,62029.4,80-100 Kilograms
2013,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,July,10428,3735,14163,13.1,5875,76962.5,62799.5,80-100 Kilograms
2013,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,July,10359,3580,13939,14.4,5941,85550.4,71611.4,80-100 Kilograms
2013,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,July,9809,3534,13343,14.6,6025,87965,74622,80-100 Kilograms
2013,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,August,9591,3479,13070,13.2,5454,71992.8,58922.8,80-100 Kilograms
2013,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,August,10260,3513,13773,14.8,5352,79209.6,65436.6,80-100 Kilograms
2013,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,August,9739,3728,13467,14.4,5380,77472,64005,80-100 Kilograms
2013,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,August,9564,3584,13148,14.2,5455,77461,64313,80-100 Kilograms
2013,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,September,10118,3774,13892,13.5,5418,73143,59251,80-100 Kilograms
2013,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,September,9756,3643,13399,14.1,5617,79199.7,65800.7,80-100 Kilograms
2013,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,September,9592,3773,13365,13.5,5933,80095.5,66730.5,80-100 Kilograms
2013,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,September,10067,3765,13832,14.3,5665,81009.5,67177.5,80-100 Kilograms
2013,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,October,9957,3548,13505,13.5,6028,81378,67873,80-100 Kilograms
2013,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,October,9758,3765,13523,13.4,5620,75308,61785,80-100 Kilograms
2013,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,October,9750,3747,13497,13.7,5743,78679.1,65182.1,80-100 Kilograms
2013,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,October,10386,3725,14111,14.5,5784,83868,69757,80-100 Kilograms
2014,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,June,10310,3571,13881,14.6,6114,89264.4,75383.4,80-100 Kilograms
2014,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,June,10238,3700,13938,14.7,5721,84098.7,70160.7,80-100 Kilograms
2014,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,June,10433,3675,14108,13.2,5746,75847.2,61739.2,80-100 Kilograms
2014,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,June,9476,3577,13053,13.6,5620,76432,63379,80-100 Kilograms
2014,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,July,10283,3512,13795,13.7,5333,73062.1,59267.1,80-100 Kilograms
2014,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,July,9922,3497,13419,14.2,5834,82842.8,69423.8,80-100 Kilograms
2014,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,July,9759,3567,13326,14.5,6051,87739.5,74413.5,80-100 Kilograms
2014,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,July,9238,3809,13047,13.1,5855,76700.5,63653.5,80-100 Kilograms
2014,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,August,9312,3754,13066,13.4,5662,75870.8,62804.8,80-100 Kilograms
2014,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,August,9487,3604,13091,14.6,5674,82840.4,69749.4,80-100 Kilograms
2014,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,August,10324,3768,14092,14.3,6088,87058.4,72966.4,80-100 Kilograms
2014,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,August,9323,3638,12961,13.8,5469,75472.2,62511.2,80-100 Kilograms
2014,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,September,10339,3585,13924,13.7,5894,80747.8,66823.8,80-100 Kilograms
2014,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,September,9728,3460,13188,13.3,6048,80438.4,67250.4,80-100 Kilograms
2014,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,September,9281,3615,12896,14.8,5502,81429.6,68533.6,80-100 Kilograms
2014,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,September,9861,3604,13465,13.1,5369,70333.9,56868.9,80-100 Kilograms
2014,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,October,9542,3592,13134,13.8,6109,84304.2,71170.2,80-100 Kilograms
2014,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,October,9282,3453,12735,14.3,5844,83569.2,70834.2,80-100 Kilograms
2014,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,October,10267,3673,13940,13.1,5529,72429.9,58489.9,80-100 Kilograms
2014,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,October,9916,3480,13396,14.5,5323,77183.5,63787.5,80-100 Kilograms
2015,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,June,9246,3777,13023,14.2,6055,85981,72958,80-100 Kilograms
2015,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,June,9794,3632,13426,14.8,5674,83975.2,70549.2,80-100 Kilograms
2015,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,June,10126,3753,13879,13.2,5730,75636,61757,80-100 Kilograms
2015,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,June,9584,3794,13378,13.7,5879,80542.3,67164.3,80-100 Kilograms
2015,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,July,9888,3726,13614,14.7,5442,79997.4,66383.4,80-100 Kilograms
2015,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,July,9507,3808,13315,14.8,5544,82051.2,68736.2,80-100 Kilograms
2015,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,July,9517,3599,13116,14.1,5707,80468.7,67352.7,80-100 Kilograms
2015,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,July,10292,3731,14023,13.1,5807,76071.7,62048.7,80-100 Kilograms
2015,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,August,10489,3489,13978,13.6,5554,75534.4,61556.4,80-100 Kilograms
2015,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,August,9240,3724,12964,14.1,5807,81878.7,68914.7,80-100 Kilograms
2015,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,August,9754,3535,13289,13.3,5453,72524.9,59235.9,80-100 Kilograms
2015,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,August,9539,3745,13284,14.3,6045,86443.5,73159.5,80-100 Kilograms
2015,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,September,9647,3783,13430,14.7,5927,87126.9,73696.9,80-100 Kilograms
2015,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,September,9672,3518,13190,14.8,5886,87112.8,73922.8,80-100 Kilograms
2015,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,September,10071,3752,13823,13.4,5943,79636.2,65813.2,80-100 Kilograms
2015,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,September,9195,3531,12726,14.3,5729,81924.7,69198.7,80-100 Kilograms
2015,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,October,10410,3577,13987,13.5,5664,76464,62477,80-100 Kilograms
2015,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,October,9451,3450,12901,14.7,5396,79321.2,66420.2,80-100 Kilograms
2015,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,October,10090,3804,13894,14.4,5374,77385.6,63491.6,80-100 Kilograms
2015,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,October,10401,3773,14174,14.1,5746,81018.6,66844.6,80-100 Kilograms
2016,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,June,10517,3709,14226,13.1,5540,72574,58348,80-100 Kilograms
2016,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,June,10215,3461,13676,13.5,5436,73386,59710,80-100 Kilograms
2016,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,June,10112,3617,13729,13.8,5910,81558,67829,80-100 Kilograms
2016,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,June,10068,3472,13540,14.4,5686,81878.4,68338.4,80-100 Kilograms
2016,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,July,10303,3757,14060,14.6,6071,88636.6,74576.6,80-100 Kilograms
2016,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,July,9682,3773,13455,13.7,5861,80295.7,66840.7,80-100 Kilograms
2016,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,July,9259,3659,12918,14.2,5570,79094,66176,80-100 Kilograms
2016,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,July,9332,3803,13135,14.2,5693,80840.6,67705.6,80-100 Kilograms
2016,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,August,9831,3492,13323,13.5,5719,77206.5,63883.5,80-100 Kilograms
2016,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,August,10440,3647,14087,13.4,5654,75763.6,61676.6,80-100 Kilograms
2016,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,August,10005,3795,13800,14.4,5841,84110.4,70310.4,80-100 Kilograms
2016,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,August,9232,3726,12958,13.3,5348,71128.4,58170.4,80-100 Kilograms
2016,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,September,9294,3636,12930,13.5,6093,82255.5,69325.5,80-100 Kilograms
2016,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,September,10191,3485,13676,14.8,5844,86491.2,72815.2,80-100 Kilograms
2016,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,September,9957,3508,13465,13.6,5997,81559.2,68094.2,80-100 Kilograms
2016,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,September,10467,3641,14108,14.5,5358,77691,63583,80-100 Kilograms
2016,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,October,10443,3617,14060,14.6,5669,82767.4,68707.4,80-100 Kilograms
2016,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,October,9671,3521,13192,14.1,5465,77056.5,63864.5,80-100 Kilograms
2016,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,October,9551,3580,13131,14.7,5373,78983.1,65852.1,80-100 Kilograms
2016,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,October,10188,3569,13757,13.5,5863,79150.5,65393.5,80-100 Kilograms
2017,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,June,9943,3504,13447,13.5,5332,71982,58535,80-100 Kilograms
2017,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,June,9241,3545,12786,14.2,5897,83737.4,70951.4,80-100 Kilograms
2017,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,June,10419,3724,14143,13.6,5958,81028.8,66885.8,80-100 Kilograms
2017,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,June,9551,3636,13187,13.4,5941,79609.4,66422.4,80-100 Kilograms
2017,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,July,9982,3786,13768,13.8,5558,76700.4,62932.4,80-100 Kilograms
2017,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,July,10234,3743,13977,13.2,5720,75504,61527,80-100 Kilograms
2017,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,July,9252,3765,13017,14.4,5981,86126.4,73109.4,80-100 Kilograms
2017,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,July,9381,3602,12983,13.7,5382,73733.4,60750.4,80-100 Kilograms
2017,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,August,9547,3532,13079,13.3,5474,72804.2,59725.2,80-100 Kilograms
2017,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,August,9470,3649,13119,13.5,5518,74493,61374,80-100 Kilograms
2017,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,August,10115,3521,13636,14.7,5748,84495.6,70859.6,80-100 Kilograms
2017,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,August,9838,3671,13509,13.3,5427,72179.1,58670.1,80-100 Kilograms
2017,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,September,10191,3788,13979,13.3,6048,80438.4,66459.4,80-100 Kilograms
2017,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,September,9217,3780,12997,13.5,5587,75424.5,62427.5,80-100 Kilograms
2017,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,September,9699,3655,13354,13.5,5474,73899,60545,80-100 Kilograms
2017,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,September,9796,3767,13563,14.3,5982,85542.6,71979.6,80-100 Kilograms
2017,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,October,10432,3466,13898,14.2,5895,83709,69811,80-100 Kilograms
2017,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,October,9228,3806,13034,13.8,5486,75706.8,62672.8,80-100 Kilograms
2017,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,October,10325,3639,13964,14.6,5966,87103.6,73139.6,80-100 Kilograms
2017,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,October,9896,3810,13706,14.3,5725,81867.5,68161.5,80-100 Kilograms
2018,Mysore,T Narasipura,12.211,76.9038,80-90%,26,34,6.2,7.3,Groundnut,June,10151,3707,13858,13.3,5301,70503.3,56645.3,80-100 Kilograms
2018,Mysore,Nanjangud,12.116,76.6782,80-90%,26,34,6.2,7.3,Groundnut,June,10236,3510,13746,13.1,5947,77905.7,64159.7,80-100 Kilograms
2018,Mysore,Hunsur,12.3091,76.2833,80-90%,26,34,6.2,7.3,Groundnut,June,10087,3559,13646,13.4,5606,75120.4,61474.4,80-100 Kilograms
2018,Mysore,K R Nagara,12.44,76.3811,80-90%,26,34,6.2,7.3,Groundnut,June,10402,3451,13853,13.3,5918,78709.4,64856.4,80-100 Kilograms
